n,p,k,temperature,humidity,ph,rainfall,label,npk_total,n_to_p_ratio,n_to_k_ratio,p_to_k_ratio,npk_balance,moisture_index,heat_stress,gdd_proxy,is_low_rainfall,is_high_rainfall,is_very_high_rainfall,is_cool,is_hot,is_very_hot,temperature_squared,rainfall_squared,ph_deviation,is_acidic,is_alkaline,is_very_acidic,is_very_alkaline,is_extreme_acidic,ph_deviation_squared,ph_n_interaction,ph_p_interaction
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,185,1.660714256058674,2.5833332615740763,1.5555555123456803,28.919428302325294,15.203278849267999,0.7204123295511191,44.49430887788381,1,0,0,0,0,0,576.7190828471655,34327.69230986545,0.48435366,0,0,0,0,0,0.23459846795539563,649.54489038,391.12380496000003
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,181,1.8799999624000008,2.540540471877285,1.351351314828343,29.871948937646057,16.906092068879715,1.0955576256697412,53.7922818416047,1,0,0,0,0,0,658.7359614524893,43926.698329120045,0.4480198299999998,0,0,0,0,0,0.2007217680732287,653.1138640199999,347.4009915
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,147,1.2499999739583338,1.538461499013808,1.2307691992110463,10.535653752852738,18.55629180447046,0.843561590955698,56.11260135963812,1,0,0,0,0,0,589.6200963094642,53400.89408508043,0.5422990689999994,0,0,0,0,0,0.29408828023826605,422.53794414,338.030355312
85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice,164,2.236842046398894,2.073170681142179,0.9268292456870916,26.312227829154512,22.903837081334377,0.2731688255397087,59.72189374931609,1,0,0,0,0,0,466.0036536158497,76538.12508398943,0.25094934399999946,0,0,0,0,0,0.06297557325403007,531.16930576,237.463924928
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,165,2.599999925714288,2.3333332735042753,0.8974358744247213,31.240998703626616,16.58714905386008,0.7429185174560279,49.07762058199851,1,0,0,0,0,0,566.150608503629,42543.676643865416,0.47085975400000013,0,0,0,0,0,0.22170890793694065,634.348237614,243.98009139
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,151,2.026315736149586,2.1388888294753103,1.0555555262345688,23.115651263447745,18.007583461393885,0.3694635847127807,49.09952122204766,1,0,0,0,0,0,478.08926251570574,50424.9556149593,0.5460667240000001,1,0,0,0,0,0.2981888670600923,458.452862252,226.249464488
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice,163,2.5142856424489817,2.1999999450000014,0.8749999781250006,29.26317367158479,24.348956943577463,0.5874712836260544,68.686582285364,1,0,0,0,0,0,555.9898143394029,84854.91036647084,0.6460679200000001,1,0,0,0,0,0.41740375725312656,515.14602304,204.8876228
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,170,1.9777777338271616,2.4722221535493847,1.249999965277779,28.36077102854105,14.927865370946426,0.2587174961231455,39.557413289749356,1,0,0,0,0,0,454.7573983887289,34409.31256358472,0.05752462500000011,0,0,0,0,0,0.0033090824813906375,573.380308375,289.911391875
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,159,1.8999999525000013,1.7674418193618182,0.9302325365062202,19.974984355438178,19.232001399257562,0.8707262298005242,58.210405967521545,1,0,0,0,0,0,632.8975576746471,53538.70182961844,1.429824333,1,0,1,0,0,2.0443976232388947,385.333350692,202.80702668
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,167,1.1355932010916407,1.634146301606188,1.4390243551457476,13.316656236958785,17.276262480775042,0.37056626829924677,46.82668536506763,1,0,0,0,0,0,481.700102106256,45520.82203618369,0.487367409,0,0,0,0,0,0.23752699135537325,402.846383597,354.745322869
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,167,2.0243901945270686,1.9302325132504068,0.9534883499188757,23.692474191889147,19.27296074864782,0.18231604000546484,49.075056369531474,1,0,0,0,0,0,443.2092509787603,54339.14459940066,0.24597154900000007,0,0,0,0,0,0.060502002917459434,519.084361433,256.415166491
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,182,2.085106338614759,2.648648577063552,1.2702702359386424,32.715949219506584,18.223240524382884,0.6503356227600017,52.617390052554036,1,0,0,0,0,0,551.4894936847246,50202.03952471595,0.8754828510000001,0,0,0,0,0,0.7664702223950884,722.797319398,346.64769399700003
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,160,1.245282995372019,1.6097560582986328,1.2926828953004172,12.503332889007368,20.69495306646424,0.9885362585835358,64.44535754256982,1,0,0,0,0,0,628.7874907137332,66050.99767610489,1.2789151539999999,0,1,0,0,0,1.6356239711308433,513.408400164,412.282503162
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,199,1.6440677687446141,2.255813901027584,1.3720929913466746,27.73685875028629,22.80607306886345,1.0146830925578258,71.52815396804195,1,0,0,0,0,0,694.811198755381,73635.49722918584,0.21349982399999945,0,0,0,0,0,0.04558217484803074,609.7905170720001,370.903510384
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,188,1.939999961200001,2.365853600832839,1.219512165377752,30.072135496724094,20.96291205626615,0.8811617208473977,63.84060032717744,1,0,0,0,0,0,601.6829678964228,67737.0387329297,0.5709599949999999,0,0,0,0,0,0.3259953158904,685.883119515,353.54799975
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,153,1.2244897709287803,1.3636363326446288,1.113636338326447,8.18535277187245,20.286308337065606,0.12026052926149149,49.87866933670837,1,0,0,0,0,0,431.6322646583365,57638.91762748559,0.25515850900000014,0,0,0,0,0,0.06510586471510316,374.69048946,305.997233059
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,170,1.6470587912341415,2.3999999314285736,1.4571428155102053,24.98666310921355,15.965860873488145,0.4454889259290069,44.15246082041604,1,0,0,0,0,0,497.36021492032603,39195.73254991176,0.4566951010000002,0,0,0,0,0,0.2085704152774004,507.637611516,308.208549849
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,171,1.2807017319175136,1.7804877614515182,1.3902438685306375,16.0,23.12183750580805,0.21779447635664245,58.37784970302693,1,0,0,0,0,0,459.95405995650657,74093.77658871977,0.6752908829999997,1,0,0,0,0,0.4560177766629193,425.203765541,332.00841966900003
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,167,2.62857135346939,2.2999999425000017,0.8749999781250006,31.564748269760262,16.073345986281808,0.4286442977474131,44.37821737437612,1,0,0,0,0,0,491.92218598072446,40035.31927312887,0.14261063399999951,0,0,0,0,0,0.020337792929881818,584.879821672,222.50862781
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,161,2.297297235208183,2.1794871236028945,0.9487179243918481,27.15388247255507,18.5889628791711,0.7816471079367809,55.1080960841774,1,0,0,0,0,0,601.6148085019523,50479.18055050789,0.13586503200000077,0,0,0,0,0,0.018459306920361233,540.95147228,235.47299381599998
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,189,1.8490565688857252,2.5789473005540184,1.3947368054016631,31.22498999199199,22.078579247980777,0.04903796311907966,54.81063059013586,1,0,0,0,0,0,410.75437202182513,73138.72791909591,1.4854927299999998,1,0,1,0,0,2.2066886508828523,491.42171246000004,265.76888531000003
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,186,1.6296295994513037,1.9999999545454556,1.227272699380166,23.065125189341593,19.555744345350153,0.9243985065315746,59.997556344685,1,0,0,0,0,0,662.3123212552985,54350.59339543962,0.3505893889999996,0,0,0,0,0,0.12291291967939302,541.148133768,332.068172994
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,192,1.7272726958677693,2.261904708049888,1.309523778344672,27.622454633866266,15.883118987635507,1.2130980323640257,51.808091432049835,1,0,0,0,0,0,717.9902060584973,37383.21658405677,0.5493394440000001,1,0,0,0,0,0.30177382473422926,565.31275282,327.28633057999997
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,191,1.7368420747922444,2.8285713477551044,1.6285713820408179,32.516662395352526,22.104582048812098,1.2719490929981903,72.86076081721063,1,0,0,0,0,0,715.9660383623898,74147.23858976894,0.5396299390000001,1,0,0,0,0,0.29120047106514385,590.0766360389999,339.741093477
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,170,2.435897373438529,2.638888815586422,1.0833333032407417,33.231511150312336,23.719200066433665,0.650869944827546,68.06992491987383,1,0,0,0,0,0,569.4573097732439,81367.19994765386,0.9386013579999997,1,0,0,0,0,0.8809725092394435,528.3328709900001,216.894547038
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,147,1.39534880475933,1.3636363326446288,0.977272705061984,9.539392014169456,24.753094851424507,0.1737931028903347,62.7224179788448,1,0,0,0,0,0,441.8171505042532,89043.66235269181,0.9162451070000008,0,0,0,0,0,0.839505096101443,444.9747064200001,318.89853960100004
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,148,1.4318181492768602,1.5365853283759676,1.0731707055324218,11.930353445448853,21.52116718675198,0.678997064606734,62.13288488915334,1,0,0,0,0,0,584.3333677030748,66066.6598558935,0.9166299579999997,1,0,0,0,0,0.8402104799030812,351.752312646,245.66828184800002
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,140,1.4761904410430848,1.7222221743827175,1.1666666342592602,13.613718571108091,20.411614194453037,0.4987720495859632,56.66136218294839,1,0,0,0,0,0,518.9893683602722,61860.804096445005,0.06998978499999975,0,0,0,0,0,0.00489857000434619,398.66063333,270.06042903
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,152,1.4222221906172847,1.4883720584099522,1.0465116035694977,11.590225767142472,17.532632530655256,0.9273170070158372,53.79700307406668,1,0,0,0,0,0,656.8867018625812,44058.092994499086,0.9651218439999996,1,0,0,0,0,0.9314601737659595,354.232201984,249.06951702
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,179,1.3833333102777783,2.3055554915123477,1.6666666203703717,23.501772982763093,16.095931501538253,1.1112889704118645,51.40780801333264,1,0,0,0,0,0,655.2089369621584,40334.65625467041,0.40398598600000035,0,0,0,0,0,0.16320467688439247,573.030836838,414.23915916000004
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,162,2.0499999487500014,2.0499999487500014,0.9999999750000007,24.24871130596428,25.321958760769352,0.5817415734758677,71.14889116161908,1,0,0,0,0,0,567.9010690491709,89138.1437616138,0.22852116200000072,0,0,0,0,0,0.05222192148183057,514.2612647159999,250.85915351999998
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,182,1.6346153531804741,1.8888888469135814,1.1555555298765439,21.361959960016154,21.871367569689117,1.1132697860297422,69.8718544397189,1,0,0,0,0,0,692.4031756854828,70509.15152161148,0.7242855029999999,0,0,0,0,0,0.5245894898559629,614.064267755,375.662846156
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,164,2.599999925714288,2.3947367790858745,0.9210526073407209,31.50132272355136,14.790935425221104,0.953703568201136,45.73115900140134,1,0,0,0,0,0,619.8746659258933,33738.092852813454,0.3657127899999999,0,0,0,0,0,0.13374584476958404,558.22013611,214.70005235
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,167,1.5510203765097883,1.8095237664399104,1.1666666388888896,17.95364401266031,16.63877080654003,0.7696206638157215,49.15781296691024,1,0,0,0,0,0,622.940649170841,38791.66625112961,1.2936268469999996,1,0,1,0,0,1.6734704192791605,395.68435962800004,255.11228449700002
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,151,1.8974358487836962,1.9473683698060957,1.0263157624653747,20.502032419575706,19.713776161561718,0.4993934849996179,54.16238338217596,1,0,0,0,0,0,540.1503565530477,54310.13305921437,1.2820513129999993,0,1,0,0,0,1.643655569165022,575.8717971619999,303.50000120699997
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,161,1.8372092595997849,2.0256409737015137,1.102564074293229,22.03028218914441,17.014731620079807,0.3214325563036489,45.67560297682694,1,0,0,0,0,0,469.42781730278637,44442.63058980715,0.5627790150000003,0,0,0,0,0,0.31672021972437053,557.959542185,303.699497645
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,188,1.5999999709090915,1.9555555120987664,1.2222221950617291,22.50185177565023,20.402568612300154,0.9079161016947382,62.50512864835849,1,0,0,0,0,0,606.905326737824,64373.97951914134,1.230367824,0,1,0,0,0,1.513804982334495,680.272368512,425.17023032
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,139,1.6666666203703717,1.39534880475933,0.8372092828555981,12.342339054382412,18.265977590852767,0.5811420197862065,51.52638262136906,1,0,0,0,0,0,549.0220060182347,48358.136412396256,1.2137962889999994,1,0,1,0,0,1.47330143119017,317.17222266000005,190.30333359600002
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,175,1.266666645555556,1.9487178987508231,1.538461499013808,18.556220879622373,16.759016581342426,0.008924909303819546,41.810928499541205,1,0,0,0,0,0,401.8186304495616,43506.040027011244,0.266240045,0,0,0,0,0,0.07088376156160202,514.23424342,405.9744027
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,191,1.660714256058674,2.2142856615646274,1.3333333015873023,26.350205565295564,16.041814883012822,0.6855963136543521,46.54424270742509,1,0,0,0,0,0,569.1679156862336,38061.99312193752,0.8827626029999998,0,0,0,0,0,0.7792698132553352,686.596922079,413.43470576799996
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,168,1.0833333152777782,1.5116278718226077,1.39534880475933,11.532562594670797,18.620901113381752,0.35694704007227274,49.956338651716834,1,0,0,0,0,0,482.76851901771636,51694.25248694466,0.8418305179999992,1,0,0,0,0,0.708678621036147,367.78101633000006,339.49016892000003
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,183,1.8269230417899416,2.638888815586422,1.444444404320989,30.512292604784715,24.019789890506694,1.0068667892194367,75.14876513622202,1,0,0,0,0,0,687.9693048568108,82087.04751259876,0.9566397620000009,1,0,0,0,0,0.9151596342394184,526.61922261,288.25473237599994
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,152,1.973684158587259,1.9230768737672597,0.9743589493754116,21.07921567168317,24.07575148435817,0.524131944356822,66.57331031417127,1,0,0,0,0,0,549.7509301147593,80618.42924507232,0.28489028500000035,0,0,0,0,0,0.08116247448738143,466.13322862499996,236.17416917
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,166,1.370370344993142,1.9473683698060957,1.4210525941828265,18.036999011291577,18.144659127938116,0.9348479486004888,55.76970822597936,1,0,0,0,0,0,658.2064561249078,47253.56803581148,0.6202729720000004,0,0,0,0,0,0.3847385597937133,526.900199928,384.49474048800005
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,172,2.5277777075617305,2.0222221772839517,0.7999999822222227,29.501412395567325,22.095796512879897,0.7796340905033771,65.5026399703051,1,0,0,0,0,0,597.4824810930357,71811.24097948756,0.5493524229999993,1,0,0,0,0,0.3017880846559702,541.5089295070001,214.223312772
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,157,1.5434782273156908,1.7749999556250011,1.1499999712500009,16.441816606851365,15.763907399209755,0.05008870881895261,38.92855658071245,1,0,0,0,0,0,411.2862565095198,36846.17449459204,0.7367054360000003,0,0,0,0,0,0.5427348994319505,513.8060859560001,332.888450056
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,189,1.799999967272728,2.8285713477551044,1.5714285265306136,32.7414110874898,22.3034396833813,0.3406464841952866,60.38413047206941,1,0,0,0,0,0,471.9248463508597,77263.21767252422,0.0016978160000000742,0,0,0,0,0,2.882579169856252e-06,643.668083784,357.59337988
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,150,1.7999999550000012,1.8947367922437688,1.0526315512465383,19.078784028338912,20.15339057294642,0.07374244503256083,50.04630468110716,1,0,0,0,0,0,416.7505972212927,60099.0767363978,1.0924906170000002,0,1,0,0,0,1.193535748233041,546.659324424,303.69962468
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,186,1.431034458085613,1.844444403456791,1.2888888602469142,19.313207915827967,20.51732234080338,0.9485706459337425,63.271126098304734,1,0,0,0,0,0,663.3347631230647,60350.15229564987,0.6246542489999998,1,0,0,0,0,0.3901929307937537,487.653697333,340.77005355800003
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,189,1.6034482482164096,2.447368356648201,1.5263157493074804,27.83882181415011,23.418465026808878,0.09982801187024404,57.62883604353085,1,0,0,0,0,0,424.9870581610988,78145.50302078249,0.4324002250000003,0,0,0,0,0,0.1869699545800509,644.713220925,402.07921305
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,148,1.9444443904321005,1.666666626984128,0.8571428367346944,18.147543451754935,16.33821680887255,0.3547948656117103,44.20279186416343,1,0,0,0,0,0,477.0322841422266,40959.215414527454,0.4462098810000015,0,0,0,0,0,0.19910325790203548,486.2346916700001,250.06355571600005
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,165,1.6170212421910375,1.8095237664399104,1.1190475924036287,18.35755975068582,21.958646277429054,0.013984711683626723,52.948098432918805,1,0,0,0,0,0,403.35486189072077,69504.58250386974,0.7608249729999992,1,0,0,0,0,0.5788546395404495,436.1773020520001,269.74122626900004
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,176,2.4146340874479493,2.7499999236111132,1.1388888572530873,35.019042438840806,15.106674915704623,0.769081888154894,44.65096203071458,1,0,0,0,0,0,598.1947848773555,33328.7494419911,0.2386521789999998,0,0,0,0,0,0.056954862541447944,667.126565721,276.284739339
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,190,1.8333332993827167,2.6756756033601192,1.4594594200146103,32.036437588054845,15.960408835731736,0.2248640163032265,42.00639592443421,1,0,0,0,0,0,447.046533384147,39470.99835900208,0.9051803739999995,1,0,0,0,0,0.819351509474779,553.8871429740001,302.120259804
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,180,1.4576270939385239,2.457142786938778,1.685714237551022,25.514701644346147,19.995075754644308,1.0352593139149129,62.79495094703354,1,0,0,0,0,0,664.97997626688,59298.11430679531,0.44663636900000014,0,0,0,0,0,0.1994840461135043,597.410727734,409.851545771
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,156,1.4999999673913051,1.682926788221298,1.121951192147532,14.933184523068078,21.12407039013767,0.7178364466128945,62.202566276015084,1,0,0,0,0,0,558.9086169268282,69227.04596319718,1.4878603310000003,1,0,1,0,0,2.2137283645634303,345.837637161,230.558424774
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,184,1.6249999709821434,2.459459392987584,1.5135134726077442,27.392213005402343,21.713628276896944,0.6668598302607203,63.14993212310692,1,0,0,0,0,0,549.0547024274823,72632.36084713662,0.13652779200000076,0,0,0,0,0,0.018639837988395472,579.075970928,356.354443648
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,154,1.173076900517752,1.4878048417608576,1.2682926519928621,10.016652800877813,17.181057158816383,0.8016557641500007,51.15231786059599,1,0,0,0,0,0,623.8353021146353,41943.11565315411,0.38043122300000043,0,0,0,0,0,0.14472791543327607,419.70630460300004,357.782423596
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,150,1.48888885580247,1.7631578483379515,1.1842104951523555,15.132745950421556,21.4373058518446,0.48636765535146936,59.294278543651735,1,0,0,0,0,0,516.5579116049863,68062.29057819003,0.8004108360000002,0,0,0,0,0,0.6406575063862192,489.12752601200003,328.51848762000003
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,158,1.8809523361678016,2.135135077428782,1.135135104455808,22.94195574342635,24.488353434614897,0.836197087584922,73.52696029285904,1,0,0,0,0,0,618.6664991102953,87384.94645632744,0.08791870799999923,0,0,0,0,0,0.007729699216389129,520.445577932,276.69258573599996
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,163,1.8139534461871292,1.8571428129251712,1.0238094994331073,20.502032419575706,15.963155854759188,0.22499733471462605,41.009808979111305,1,0,0,0,0,0,454.7028799950011,36986.88762476472,0.7837366170000006,0,0,0,0,0,0.6142430848266057,568.1314561260001,313.200674531
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,165,1.3888888631687248,2.0833332754629645,1.4999999583333345,19.519221295943137,21.775847631356875,0.9713159878196,67.70649810341062,1,0,0,0,0,0,691.4088610591941,66301.8677314099,0.5239363920000004,0,0,0,0,0,0.2745093428619781,526.7952294,379.292565168
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,178,2.694444369598768,2.1555555076543222,0.7999999822222227,32.929217016706204,22.763208309558326,0.4043141697592405,61.81338152363388,1,0,0,0,0,0,494.11502366668327,77328.02996016156,0.43908350500000015,0,0,0,0,0,0.19279432436308516,673.091099985,249.80700618
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,158,1.4255318845631515,1.5227272381198356,1.0681817939049594,12.503332889007368,22.93314842417208,1.225936222952788,74.95413647393582,1,0,0,0,0,0,714.5316007526455,78626.6495230665,1.3684746529999998,0,1,0,0,0,1.87272287590347,527.1878017509999,369.81830869099997
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,146,2.085714226122451,1.9210525810249321,0.9210526073407209,21.1266025033211,15.243729271814672,0.8810715895899246,46.28052922874398,1,0,0,0,0,0,619.4728610385539,34575.968059387225,1.494693023,1,0,1,0,0,2.2341072330048783,365.387409321,175.185744195
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,150,2.1388888294753103,2.081081024835648,0.9729729466764069,23.388031127053,15.850280024211566,1.2763535811893756,52.31086139327235,1,0,0,0,0,0,722.7735862044435,37860.075021227,0.36386813100000026,0,0,0,0,0,0.13240001675743335,472.482153913,220.90074728399998
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,160,1.9756097079119586,2.13157889127424,1.0789473400277017,24.00694344004112,16.822219545963144,0.43581927515047697,45.564048243614224,1,0,0,0,0,0,514.3126005856286,40366.16038538521,1.0240800760000015,0,1,0,0,0,1.048740002060169,609.4504861560001,308.48728311600007
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,168,1.1929824352108345,1.5813953120605742,1.3255813645213637,12.529964086141668,14.701814956129395,1.1946109974257977,47.71732839563034,1,0,0,0,0,0,680.6191589207016,33454.00139524598,0.7930567489999998,1,0,0,0,0,0.6289390071344486,388.072141068,325.295765307
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,152,1.5999999644444454,2.057142798367349,1.285714248979593,19.139836293274122,16.2042807437482,0.9259490141410107,49.67896140043147,1,0,0,0,0,0,646.673465705344,38164.5349115051,0.7414936770000002,1,0,0,0,0,0.5498128730309807,414.612455256,259.132784535
